17	1	12.58201	0.33	-1.808619	12.5511	2.082484	-1.834439	0
18	1	12.50327	0.33	-1.817698	12.46905	2.059694	-1.822969	0
18	2	-23.02383	0.33	4.175969	-22.99751	1.680061	4.194767	0
19	1	12.39284	0.33	-1.830409	12.34319	2.029533	-1.805142	0
19	2	-22.99388	0.33	4.171689	-22.96848	1.679996	4.187676	0
20	1	12.25494	0.33	-1.846243	12.17667	2.02773	-1.814376	0
20	2	-22.95649	0.33	4.166345	-22.93219	1.679911	4.179459	0
21	1	12.09324	0.33	-1.864753	11.98867	2.034522	-1.840668	0
21	2	-22.91265	0.33	4.160078	-22.88128	1.670319	4.152826	0
22	1	11.9109	0.33	-1.885545	11.7998	2.023426	-1.904074	0
22	2	-22.86321	0.33	4.153012	-22.83109	1.670007	4.151962	0
23	1	11.71068	0.33	-1.908273	11.68759	2.101804	-1.924203	0
23	2	-22.80892	0.33	4.145254	-22.77522	1.670402	4.155	0
24	1	11.63976	0.33	-1.916194	11.60011	2.089047	-1.941527	0
24	2	-22.75043	0.33	4.136894	-22.71649	1.672332	4.147099	0
25	1	11.5361	0.33	-1.927705	11.49568	2.074469	-1.961518	0
25	2	-22.6883	0.33	4.128015	-22.65396	1.672679	4.14001	0
26	1	11.40405	0.33	-1.942305	11.34587	2.055638	-1.985288	0
26	2	-22.62302	0.33	4.118684	-22.58861	1.67144	4.134085	0
27	1	11.24739	0.33	-1.95955	11.16484	2.039236	-2.011517	0
27	2	-22.555	0.33	4.108963	-22.52038	1.668335	4.12907	0
28	1	11.0694	0.33	-1.979051	10.96388	2.027017	-2.030761	0
28	2	-22.48461	0.33	4.098902	-22.45065	1.663817	4.124187	0
29	1	10.87277	0.33	-1.9995	10.74399	2.021985	-2.044365	0
29	2	-22.41217	0.33	4.088548	-22.37798	1.658212	4.118429	0
30	1	10.65998	0.33	-2.020725	10.64066	2.102088	-2.068085	0
30	2	-22.33795	0.33	4.07794	-22.30192	1.651734	4.111355	0
31	1	10.58886	0.33	-2.027046	10.53987	2.08766	-2.064448	0
31	2	-22.26218	0.33	4.067111	-22.22187	1.64694	4.103848	0
32	1	10.48484	0.33	-2.035964	10.43105	2.077634	-2.055732	0
32	2	-22.18508	0.33	4.056091	-22.1427	1.643817	4.092496	0
33	1	10.35232	0.33	-2.047109	10.28334	2.049548	-2.060007	0
33	2	-22.10682	0.33	4.044906	-22.06215	1.643618	4.081209	0
34	1	10.19508	0.33	-2.060158	10.11559	2.034476	-2.065149	0
34	2	-22.02755	0.33	4.033576	-21.97929	1.648671	4.066247	0
35	1	10.01642	0.33	-2.074824	9.918222	2.025838	-2.065961	0
35	2	-21.94741	0.33	4.022123	-21.89646	1.658937	4.046795	0
36	1	9.819192	0.33	-2.090852	9.699031	2.011529	-2.067815	0
36	2	-21.86652	0.33	4.010561	-21.82046	1.668435	4.027624	0
37	1	9.605873	0.33	-2.10802	9.579377	2.101801	-2.147272	0
37	2	-21.78498	0.33	3.998907	-21.74292	1.670413	4.009826	0
38	1	9.534683	0.33	-2.113569	9.485873	2.067132	-2.093976	0
38	2	-21.70287	0.33	3.987171	-21.66438	1.666205	3.993134	0
39	1	9.43059	0.33	-2.121593	9.373037	2.062852	-2.105862	0
39	2	-21.62026	0.33	3.975365	-21.58549	1.658004	3.977479	0
40	1	9.297978	0.33	-2.131741	9.227422	2.059779	-2.151646	0
40	2	-21.53723	0.33	3.963498	-21.50602	1.649627	3.962145	0
41	1	9.14065	0.33	-2.143702	9.0564	2.050967	-2.163439	0
41	2	-21.45384	0.33	3.951579	-21.42713	1.646873	3.947101	0
42	1	8.961896	0.33	-2.157198	8.865709	2.044703	-2.187608	0
42	2	-21.37012	0.33	3.939614	-21.3431	1.64218	3.929354	0
43	1	8.764572	0.33	-2.171988	8.650409	2.031965	-2.213805	0
43	2	-21.28613	0.33	3.927609	-21.25809	1.633816	3.903733	0
44	1	8.55115	0.33	-2.187855	8.526608	2.101967	-2.232842	0
44	2	-21.20189	0.33	3.91557	-21.17233	1.634406	3.885779	0
45	1	8.47993	0.33	-2.192999	8.437973	2.059206	-2.248794	0
45	2	-21.11745	0.33	3.903502	-21.08417	1.643373	3.871354	0
46	1	8.375793	0.33	-2.200443	8.318099	2.03994	-2.257097	0
46	2	-21.03283	0.33	3.891407	-20.99567	1.653399	3.860236	0
47	1	8.243128	0.33	-2.209858	8.158034	2.055451	-2.248079	0
47	2	-20.94805	0.33	3.87929	-20.90966	1.658613	3.866693	0
48	1	8.085633	0.33	-2.219979	7.989743	2.048583	-2.243702	0
48	2	-20.86313	0.33	3.867154	-20.82392	1.664233	3.877559	0
49	1	7.906619	0.33	-2.230678	7.801732	2.027007	-2.247627	0
49	2	-20.7781	0.33	3.855001	-20.74117	1.66813	3.866852	0
50	1	7.708952	0.33	-2.241841	7.598095	2.019586	-2.249287	0
50	2	-20.69297	0.33	3.842833	-20.65757	1.66651	3.859672	0
51	1	7.495119	0.33	-2.253365	7.468507	2.102225	-2.298314	0
51	2	-20.60774	0.33	3.830653	-20.57307	1.660956	3.854755	0
52	1	7.423748	0.33	-2.256725	7.388271	2.062222	-2.261161	0
52	2	-20.52245	0.33	3.818462	-20.48805	1.653426	3.84907	0
53	1	7.319367	0.33	-2.261428	7.273001	2.024225	-2.221032	0
53	2	-20.43708	0.33	3.806261	-20.39967	1.645162	3.841484	0
54	1	7.217379	0.33	-2.264661	7.167045	2.037881	-2.220441	0
54	2	-20.35166	0.33	3.794053	-20.30914	1.640085	3.831179	0
55	1	7.117465	0.33	-2.266616	7.061776	2.060252	-2.229548	0
55	2	-20.26619	0.33	3.781837	-20.22126	1.638342	3.818866	0
56	1	7.019349	0.33	-2.267458	6.968921	2.070626	-2.284375	0
56	2	-20.18067	0.33	3.769615	-20.13208	1.642569	3.804097	0
57	1	6.922791	0.33	-2.267333	6.877811	2.081509	-2.288704	0
57	2	-20.09512	0.33	3.757387	-20.04237	1.654381	3.783398	0
58	1	6.827583	0.33	-2.266365	6.786059	2.079186	-2.294176	0
58	2	-20.00954	0.33	3.745155	-19.96225	1.666321	3.762174	0
59	1	6.733547	0.33	-2.264666	6.694458	2.06931	-2.303634	0
59	2	-19.92392	0.33	3.732919	-19.88118	1.669459	3.743111	0
60	1	6.640526	0.33	-2.262329	6.600515	2.056387	-2.309623	0
60	2	-19.83829	0.33	3.72068	-19.79966	1.664756	3.725564	0
61	1	6.548384	0.33	-2.259437	6.500307	2.046445	-2.313565	0
61	2	-19.75263	0.33	3.708437	-19.71799	1.655551	3.709196	0
62	1	6.457006	0.33	-2.256064	6.404377	2.042518	-2.308865	0
62	2	-19.66695	0.33	3.696192	-19.63662	1.647307	3.69341	0
63	1	6.366288	0.33	-2.25227	6.308383	2.047413	-2.302597	0
63	2	-19.58126	0.33	3.683945	-19.55496	1.644781	3.677597	0
64	1	6.276143	0.33	-2.248112	6.210755	2.064391	-2.287684	0
64	2	-19.49556	0.33	3.671695	-19.46874	1.639078	3.657387	0
65	1	6.186495	0.33	-2.243636	6.127357	2.081942	-2.270372	0
65	2	-19.40984	0.33	3.659444	-19.38124	1.630931	3.630169	0
66	1	6.097281	0.33	-2.238884	6.044319	2.085324	-2.255974	0
66	2	-19.32411	0.33	3.647192	-19.29353	1.636042	3.615483	0
67	1	6.008485	0.33	-2.233899	5.960526	2.078255	-2.243874	0
67	2	-19.23837	0.33	3.634938	-19.20344	1.646923	3.601895	0
68	1	5.920125	0.33	-2.228726	5.876875	2.065246	-2.232994	0
68	2	-19.15263	0.33	3.622683	-19.11461	1.655754	3.59549	0
69	1	5.832238	0.33	-2.223416	5.795062	2.056039	-2.222573	0
69	2	-19.06688	0.33	3.610427	-19.02732	1.660212	3.611675	0
70	1	5.744874	0.33	-2.218017	5.71034	2.052842	-2.211832	0
70	2	-18.98112	0.33	3.59817	-18.94315	1.666636	3.608813	0
71	1	5.658094	0.33	-2.212581	5.621707	2.044556	-2.193633	0
71	2	-18.89536	0.33	3.585913	-18.85899	1.66781	3.599625	0
72	1	5.571965	0.33	-2.207163	5.531928	2.037838	-2.172393	0
72	2	-18.8096	0.33	3.573655	-18.77421	1.664074	3.593803	0
73	1	5.486543	0.33	-2.201808	5.44315	2.047378	-2.165548	0
73	2	-18.72383	0.33	3.561396	-18.68967	1.657325	3.588964	0
74	1	5.401902	0.33	-2.19657	5.353404	2.061635	-2.160449	0
74	2	-18.63805	0.33	3.549137	-18.60287	1.64895	3.582046	0
75	1	5.318091	0.33	-2.191488	5.267883	2.071414	-2.166015	0
75	2	-18.55227	0.33	3.536878	-18.51164	1.642088	3.574545	0
76	1	5.23515	0.33	-2.186594	5.186267	2.076834	-2.196054	0
76	2	-18.4665	0.33	3.524618	-18.42273	1.638438	3.561608	0
77	1	5.153163	0.33	-2.181947	5.107329	2.084562	-2.199499	0
77	2	-18.38071	0.33	3.512358	-18.33409	1.639299	3.548829	0
78	1	5.07216	0.33	-2.177574	5.028234	2.086559	-2.197928	0
78	2	-18.29493	0.33	3.500098	-18.244	1.647718	3.530988	0
79	1	4.992167	0.33	-2.173496	4.949966	2.083855	-2.200155	0
79	2	-18.20915	0.33	3.487837	-18.15911	1.660857	3.508834	0
80	1	4.913275	0.33	-2.169781	4.872519	2.078154	-2.204313	0
80	2	-18.12336	0.33	3.475576	-18.07749	1.670106	3.489087	0
81	1	4.835501	0.33	-2.166443	4.795583	2.07133	-2.207852	0
81	2	-18.03757	0.33	3.463315	-17.99737	1.66721	3.470335	0
82	1	4.75894	0.33	-2.163558	4.717684	2.064054	-2.209984	0
82	2	-17.95179	0.33	3.451054	-17.9156	1.660168	3.453696	0
83	1	4.683593	0.33	-2.161131	4.637814	2.059532	-2.212815	0
83	2	-17.866	0.33	3.438793	-17.83338	1.650455	3.437497	0
84	1	4.609454	0.33	-2.159167	4.561758	2.057391	-2.210645	0
84	2	-17.78021	0.33	3.426531	-17.75271	1.64607	3.422006	0
85	1	4.536618	0.33	-2.157752	4.487953	2.05807	-2.209902	0
85	2	-17.69442	0.33	3.41427	-17.6676	1.642101	3.404799	0
86	1	4.465071	0.33	-2.156881	4.414126	2.062549	-2.207636	0
86	2	-17.60863	0.33	3.402008	-17.5811	1.633996	3.379646	0
87	1	4.394909	0.33	-2.156646	4.340596	2.071532	-2.202754	0
87	2	-17.52283	0.33	3.389747	-17.49358	1.632641	3.359043	0
88	1	4.326108	0.33	-2.157035	4.271966	2.082021	-2.196219	0
88	2	-17.43704	0.33	3.377485	-17.40413	1.641635	3.344608	0
89	1	4.258763	0.33	-2.158147	4.208905	2.090363	-2.191448	0
89	2	-17.35125	0.33	3.365223	-17.3142	1.652375	3.333164	0
90	1	4.192831	0.33	-2.159961	4.145834	2.093534	-2.189039	0
90	2	-17.26546	0.33	3.352962	-17.22703	1.658064	3.338914	0
91	1	4.128397	0.33	-2.162578	4.0853	2.091021	-2.187807	0
91	2	-17.17966	0.33	3.3407	-17.14025	1.663824	3.351144	0
92	1	4.06624	0.33	-2.166184	4.025673	2.088073	-2.189489	0
92	2	-17.09387	0.33	3.328438	-17.05687	1.667954	3.340293	0
93	1	4.008153	0.33	-2.17141	3.971051	2.084202	-2.194481	0
93	2	-17.00808	0.33	3.316176	-16.97267	1.666306	3.333098	0
94	1	3.955897	0.33	-2.179006	3.921893	2.081692	-2.203776	0
94	2	-16.92229	0.33	3.303914	-16.88765	1.660623	3.328227	0
95	1	3.911045	0.33	-2.189645	3.882041	2.081667	-2.218123	0
95	2	-16.83649	0.33	3.291652	-16.80205	1.652939	3.322496	0
96	1	3.874933	0.33	-2.204103	3.864457	2.102251	-2.254136	0
96	2	-16.7507	0.33	3.27939	-16.71298	1.644656	3.31492	0
97	1	3.847994	0.33	-2.222737	3.848891	2.102242	-2.274509	0
97	2	-16.6649	0.33	3.267128	-16.62219	1.639677	3.304199	0
98	1	3.830253	0.33	-2.245696	3.846947	2.102218	-2.295389	0
98	2	-16.57911	0.33	3.254866	-16.53395	1.63819	3.291899	0
99	1	3.820809	0.33	-2.272873	3.852753	2.102198	-2.315319	0
99	2	-16.49331	0.33	3.242604	-16.44437	1.642961	3.276743	0
100	1	3.818307	0.33	-2.303766	3.860472	2.10215	-2.337452	0
100	2	-16.40752	0.33	3.230342	-16.35472	1.655215	3.255671	0
100	3	14.04734	0.33	0.05368803	14.02358	1.68135	0.02271307	0
101	1	3.820751	0.33	-2.337591	3.867555	2.10215	-2.364461	0
101	2	-16.32172	0.33	3.21808	-16.26892	1.655215	3.243408	0
101	3	14.02578	0.33	0.05338402	14.00202	1.68135	0.02240906	0
17	1	18.93807	0.33	2.818454	18.91393	2.022551	2.794364	0
18	1	18.91658	0.33	2.816588	18.89318	2.022477	2.796228	0
18	2	-14.37843	0.33	-4.156989	-14.37198	2.047714	-4.112428	0
19	1	18.88644	0.33	2.813972	18.86403	2.022566	2.796849	0
19	2	-14.34831	0.33	-4.132481	-14.34324	2.047824	-4.086636	0
20	1	18.84881	0.33	2.810706	18.82732	2.022725	2.795733	0
20	2	-14.31071	0.33	-4.102191	-14.30915	2.029212	-4.046047	0
21	1	18.80469	0.33	2.806876	18.77038	2.012486	2.789165	0
21	2	-14.26661	0.33	-4.067135	-14.26597	2.021751	-4.006119	0
22	1	18.75493	0.33	2.802557	18.71977	2.013619	2.781909	0
22	2	-14.21688	0.33	-4.028226	-14.21568	2.014775	-3.961649	0
23	1	18.7003	0.33	2.797815	18.66444	2.014253	2.775703	0
23	2	-14.16228	0.33	-3.986287	-14.1589	2.008702	-3.917428	0
24	1	18.64144	0.33	2.792706	18.60534	2.013506	2.767617	0
24	2	-14.10345	0.33	-3.942045	-14.09768	2.005165	-3.87061	0
25	1	18.57891	0.33	2.787278	18.54362	2.011157	2.757643	0
25	2	-14.04094	0.33	-3.896148	-14.02892	2.007228	-3.823596	0
26	1	18.51321	0.33	2.781575	18.47857	2.006815	2.746414	0
26	2	-13.97526	0.33	-3.849159	-13.95195	2.017538	-3.77957	0
27	1	18.44476	0.33	2.775633	18.41195	2.001158	2.734719	0
27	2	-13.90683	0.33	-3.801574	-13.87896	2.030055	-3.743917	0
28	1	18.37392	0.33	2.769485	18.34141	1.99428	2.723372	0
28	2	-13.836	0.33	-3.753814	-13.80468	2.035432	-3.705988	0
29	1	18.30102	0.33	2.763156	18.26643	1.986887	2.712051	0
29	2	-13.7631	0.33	-3.706246	-13.73019	2.029299	-3.668281	0
30	1	18.22632	0.33	2.756672	18.18784	1.981483	2.701918	0
30	2	-13.6884	0.33	-3.659174	-13.65513	2.016983	-3.62975	0
31	1	18.15007	0.33	2.750054	18.10946	1.97806	2.695063	0
31	2	-13.61214	0.33	-3.612854	-13.57944	2.004778	-3.591812	0
32	1	18.07248	0.33	2.743319	18.02894	1.978312	2.688281	0
32	2	-13.53453	0.33	-3.567495	-13.5024	2.000498	-3.554806	0
33	1	17.99372	0.33	2.736482	17.9448	1.984978	2.685188	0
33	2	-13.45575	0.33	-3.523267	-13.41504	1.991325	-3.521101	0
34	1	17.91394	0.33	2.729558	17.86045	1.99737	2.687051	0
34	2	-13.37594	0.33	-3.480299	-13.32159	1.982106	-3.492832	0
35	1	17.83329	0.33	2.722557	17.78341	2.008353	2.689541	0
35	2	-13.29526	0.33	-3.438694	-13.23623	1.992904	-3.451784	0
36	1	17.75189	0.33	2.715491	17.70557	2.009632	2.69054	0
36	2	-13.2138	0.33	-3.398524	-13.1502	2.009019	-3.408536	0
37	1	17.66982	0.33	2.708367	17.62628	2.004321	2.689894	0
37	2	-13.13168	0.33	-3.359837	-13.07957	2.017937	-3.349217	0
38	1	17.58718	0.33	2.701195	17.54697	1.99412	2.688103	0
38	2	-13.04899	0.33	-3.322661	-13.0136	2.026654	-3.284389	0
39	1	17.50406	0.33	2.693979	17.46727	1.984012	2.68601	0
39	2	-12.96579	0.33	-3.287006	-12.93391	2.031478	-3.248902	0
40	1	17.4205	0.33	2.686726	17.38776	1.980789	2.683836	0
40	2	-12.88215	0.33	-3.252868	-12.85541	2.027687	-3.209426	0
