18	1	708.4323	205.9227	0
18	2	-139.9064	134.5453	0
19	1	704.0685	206.1629	0
19	2	-139.3804	134.6287	0
20	1	699.8733	206.5354	0
20	2	-138.7112	134.7241	0
21	1	695.6527	207.1452	0
21	2	-137.8255	135.2298	0
22	1	691.728	208.8469	0
22	2	-136.7125	135.2176	0
23	1	690.9698	208.068	0
23	2	-135.4211	135.1352	0
24	1	688.7169	208.7323	0
24	2	-134.2878	135.1791	0
25	1	686.027	209.5001	0
25	2	-133.0206	135.236	0
26	1	682.1144	210.4618	0
26	2	-131.6354	135.3016	0
27	1	677.4741	211.4656	0
27	2	-130.1299	135.3841	0
28	1	672.2558	212.2681	0
28	2	-128.5586	135.4877	0
29	1	666.5754	212.8474	0
29	2	-126.9137	135.6201	0
30	1	665.9996	212.1271	0
30	2	-125.1969	135.7836	0
31	1	662.9299	212.3809	0
31	2	-123.4349	135.9225	0
32	1	659.6491	212.4575	0
32	2	-121.7922	136.0881	0
33	1	655.2004	213.153	0
33	2	-120.179	136.2029	0
34	1	650.5114	213.669	0
34	2	-118.6848	136.28	0
35	1	645.088	214.0109	0
35	2	-117.3728	136.333	0
36	1	638.989	214.4892	0
36	2	-116.19	136.3992	0
37	1	638.9887	214.8523	0
37	2	-114.7898	136.5718	0
38	1	634.8464	214.3396	0
38	2	-113.218	136.8326	0
39	1	631.9423	214.7764	0
39	2	-111.5376	137.1457	0
40	1	628.7611	215.9734	0
40	2	-109.8347	137.457	0
41	1	624.189	216.5397	0
41	2	-108.2559	137.6701	0
42	1	619.3381	217.3578	0
42	2	-106.5649	137.9514	0
43	1	613.7236	218.353	0
43	2	-104.9021	138.4061	0
44	1	611.9771	217.7399	0
44	2	-103.281	138.6011	0
45	1	609.0464	218.8876	0
45	2	-101.7178	138.6038	0
46	1	605.5788	219.5039	0
46	2	-100.1133	138.5412	0
47	1	601.3666	219.1975	0
47	2	-98.1857	138.3094	0
48	1	596.6046	219.371	0
48	2	-96.20305	138.0081	0
49	1	591.1852	219.9909	0
49	2	-94.59332	138.0458	0
50	1	585.5527	220.3422	0
50	2	-92.79778	138.1255	0
51	1	584.149	220.2141	0
51	2	-90.86835	138.2385	0
52	1	580.7288	220.1089	0
52	2	-88.90084	138.3954	0
53	1	576.3743	219.938	0
53	2	-86.87404	138.5896	0
54	1	573.7045	219.8009	0
54	2	-84.90411	138.7679	0
55	1	571.3262	219.7378	0
55	2	-83.08902	138.9205	0
