18	1	876.1563	284.0382	0
18	2	-207.1186	193.4182	0
19	1	872.592	284.3752	0
19	2	-206.5233	193.4582	0
20	1	868.1248	284.7963	0
20	2	-205.7795	193.5083	0
21	1	862.8631	285.2906	0
21	2	-204.9067	193.567	0
22	1	856.8993	285.8483	0
22	2	-203.9217	193.6333	0
23	1	850.3129	286.461	0
23	2	-202.8392	193.7061	0
24	1	847.965	286.6755	0
24	2	-201.6717	193.7847	0
25	1	844.5214	286.9879	0
25	2	-200.4303	193.8682	0
26	1	840.1182	287.3854	0
26	2	-199.1242	193.9561	0
27	1	834.8718	287.8567	0
27	2	-197.7618	194.0478	0
28	1	828.8813	288.392	0
28	2	-196.3502	194.1428	0
29	1	822.1735	288.9574	0
29	2	-194.8956	194.2407	0
30	1	814.8311	289.5484	0
30	2	-193.4032	194.3411	0
31	1	812.3277	289.7262	0
31	2	-191.8778	194.4438	0
32	1	808.6426	289.978	0
32	2	-190.3233	194.5484	0
33	1	803.925	290.2939	0
33	2	-188.7432	194.6547	0
34	1	798.303	290.6651	0
34	2	-187.1405	194.7626	0
35	1	791.8864	291.0839	0
35	2	-185.5179	194.8718	0
36	1	784.7693	291.5436	0
36	2	-183.8777	194.9822	0
37	1	777.0333	292.0382	0
37	2	-182.2219	195.0936	0
38	1	774.4357	292.1988	0
38	2	-180.552	195.206	0
39	1	770.6271	292.4317	0
39	2	-178.8696	195.3192	0
40	1	765.761	292.727	0
40	2	-177.1761	195.4332	0
41	1	759.9691	293.076	0
41	2	-175.4724	195.5478	0
42	1	753.3644	293.4714	0
42	2	-173.7596	195.6631	0
43	1	746.044	293.9062	0
43	2	-172.0386	195.7789	0
44	1	738.0917	294.3747	0
44	2	-170.31	195.8952	0
45	1	735.4243	294.5273	0
45	2	-168.5745	196.012	0
46	1	731.5148	294.7486	0
46	2	-166.8325	196.1292	0
47	1	726.5212	295.0292	0
47	2	-165.0847	196.2469	0
48	1	720.5314	295.3341	0
48	2	-163.3313	196.3648	0
49	1	713.6702	295.6592	0
49	2	-161.5729	196.4832	0
50	1	706.0455	296.0012	0
50	2	-159.8098	196.6018	0
51	1	697.7505	296.3568	0
51	2	-158.0418	196.7208	0
52	1	694.9561	296.4622	0
52	2	-156.2696	196.8401	0
53	1	690.8568	296.6106	0
53	2	-154.4933	196.9596	0
54	1	686.7905	296.7177	0
54	2	-152.7129	197.0794	0
55	1	682.7543	296.789	0
55	2	-150.9288	197.1995	0
56	1	678.7452	296.8289	0
56	2	-149.141	197.3198	0
57	1	674.7604	296.8416	0
57	2	-147.3496	197.4403	0
58	1	670.7979	296.8306	0
58	2	-145.5546	197.5611	0
59	1	666.8554	296.7989	0
59	2	-143.7563	197.6822	0
60	1	662.9314	296.7493	0
60	2	-141.9546	197.8034	0
61	1	659.0239	296.6841	0
61	2	-140.1497	197.9249	0
62	1	655.1319	296.6053	0
62	2	-138.3416	198.0465	0
63	1	651.2538	296.5149	0
63	2	-136.5302	198.1684	0
64	1	647.3887	296.4142	0
64	2	-134.7157	198.2905	0
65	1	643.5355	296.3047	0
65	2	-132.898	198.4129	0
66	1	639.6937	296.1876	0
66	2	-131.0773	198.5354	0
67	1	635.8644	296.064	0
67	2	-129.2535	198.6581	0
68	1	632.0502	295.9353	0
68	2	-127.4266	198.7811	0
69	1	628.2545	295.8028	0
69	2	-125.5967	198.9042	0
70	1	624.4813	295.668	0
70	2	-123.7638	199.0276	0
71	1	620.7349	295.5322	0
71	2	-121.9278	199.1511	0
72	1	617.0198	295.3968	0
72	2	-120.0888	199.2749	0
73	1	613.3397	295.2633	0
73	2	-118.2469	199.3988	0
74	1	609.6993	295.133	0
74	2	-116.4018	199.523	0
75	1	606.1017	295.0069	0
75	2	-114.5538	199.6473	0
76	1	602.5493	294.886	0
76	2	-112.7029	199.7719	0
77	1	599.047	294.7719	0
77	2	-110.8488	199.8967	0
78	1	595.5966	294.6653	0
78	2	-108.9918	200.0217	0
79	1	592.1993	294.5666	0
79	2	-107.1318	200.1468	0
80	1	588.8608	294.4778	0
80	2	-105.2687	200.2722	0
81	1	585.5814	294.3992	0
81	2	-103.4027	200.3978	0
82	1	582.367	294.3328	0
82	2	-101.5336	200.5235	0
83	1	579.2171	294.2787	0
83	2	-99.66151	200.6495	0
84	1	576.1312	294.2372	0
84	2	-97.78644	200.7757	0
85	1	573.1151	294.2105	0
85	2	-95.90828	200.9021	0
86	1	570.1674	294.1984	0
86	2	-94.02715	201.0287	0
87	1	567.2943	294.2035	0
87	2	-92.14292	201.1555	0
88	1	564.4937	294.2255	0
88	2	-90.25561	201.2825	0
89	1	561.7717	294.2669	0
89	2	-88.36529	201.4097	0
90	1	559.1253	294.3273	0
90	2	-86.47191	201.5371	0
91	1	556.5602	294.4095	0
91	2	-84.57549	201.6647	0
92	1	554.1126	294.5186	0
92	2	-82.676	201.7926	0
93	1	551.8716	294.6714	0
93	2	-80.77348	201.9206	0
94	1	549.928	294.8886	0
94	2	-78.86771	202.0489	0
95	1	548.3629	295.1888	0
95	2	-76.95895	202.1773	0
96	1	547.2508	295.5937	0
96	2	-75.04701	202.306	0
97	1	546.6196	296.1142	0
97	2	-73.13201	202.4348	0
98	1	546.4762	296.756	0
98	2	-71.21388	202.5639	0
100	1	547.4786	298.3882	0
100	2	-67.36836	202.8227	0
100	3	834.4493	244.501	0
101	1	548.4606	299.347	0
101	2	-65.44083	202.9524	0
101	3	833.7596	244.5086	0
18	1	860.979	205.0795	0
18	2	-357.6079	369.2592	0
19	1	860.2897	205.1113	0
19	2	-353.6667	368.1237	0
20	1	859.4289	205.1509	0
20	2	-348.813	366.7309	0
21	1	858.4188	205.1974	0
21	2	-343.2167	365.1337	0
22	1	857.2792	205.2499	0
22	2	-337.0284	363.3791	0
23	1	856.0269	205.3076	0
23	2	-330.3804	361.5089	0
24	1	854.6768	205.3698	0
24	2	-323.387	359.5593	0
25	1	853.2415	205.4359	0
25	2	-316.1458	357.5614	0
26	1	851.7321	205.5054	0
26	2	-308.7395	355.5417	0
27	1	850.1579	205.578	0
27	2	-301.2369	353.5221	0
28	1	848.5275	205.653	0
28	2	-293.6951	351.5207	0
29	1	846.8478	205.7304	0
29	2	-286.1606	349.5523	0
30	1	845.1254	205.8098	0
30	2	-278.6703	347.6284	0
31	1	843.3652	205.8908	0
31	2	-271.2536	345.7581	0
32	1	841.5723	205.9734	0
32	2	-263.9332	343.9481	0
33	1	839.7505	206.0573	0
33	2	-256.7257	342.2032	0
34	1	837.9034	206.1424	0
34	2	-249.6434	340.5266	0
35	1	836.0341	206.2285	0
35	2	-242.6946	338.9203	0
36	1	834.1452	206.3155	0
36	2	-235.8842	337.3849	0
37	1	832.2389	206.4033	0
37	2	-229.2145	335.9204	0
38	1	830.3173	206.4918	0
38	2	-222.6858	334.526	0
39	1	828.3823	206.581	0
39	2	-216.2968	333.2003	0
40	1	826.435	206.6707	0
40	2	-210.0447	331.9413	0
41	1	824.4769	206.7608	0
41	2	-203.926	330.747	0
42	1	822.5091	206.8515	0
42	2	-197.9359	329.6149	0
43	1	820.5327	206.9425	0
43	2	-192.0697	328.5425	0
44	1	818.5482	207.0339	0
44	2	-186.3221	327.527	0
45	1	816.5568	207.1257	0
45	2	-180.6874	326.5658	0
46	1	814.5588	207.2177	0
46	2	-175.1601	325.656	0
47	1	812.5549	207.31	0
47	2	-169.7344	324.795	0
48	1	810.5455	207.4025	0
48	2	-164.4049	323.98	0
49	1	808.531	207.4953	0
49	2	-159.166	323.2084	0
50	1	806.5119	207.5883	0
50	2	-154.0125	322.4777	0
51	1	804.4884	207.6815	0
51	2	-148.9392	321.7855	0
52	1	802.4607	207.7749	0
52	2	-143.9413	321.1294	0
53	1	800.4292	207.8685	0
53	2	-139.014	320.5071	0
54	1	798.394	207.9623	0
54	2	-134.1528	319.9166	0
55	1	796.3552	208.0562	0
55	2	-129.3537	319.3557	0
56	1	794.3132	208.1502	0
56	2	-124.6125	318.8228	0
57	1	792.2679	208.2444	0
57	2	-119.9257	318.3157	0
58	1	790.2194	208.3388	0
58	2	-115.2895	317.833	0
59	1	788.1678	208.4333	0
59	2	-110.7008	317.373	0
60	1	786.1135	208.5279	0
60	2	-106.1566	316.9343	0
61	1	784.0563	208.6227	0
61	2	-101.6537	316.5153	0
62	1	781.9962	208.7176	0
62	2	-97.18967	316.1148	0
63	1	779.9333	208.8126	0
63	2	-92.76199	315.7317	0
64	1	777.8678	208.9077	0
64	2	-88.3683	315.3646	0
65	1	775.7996	209.003	0
65	2	-84.00652	315.0126	0
66	1	773.7287	209.0984	0
66	2	-79.67452	314.6747	0
67	1	771.6553	209.1939	0
67	2	-75.37052	314.3499	0
68	1	769.5793	209.2895	0
68	2	-71.09277	314.0374	0
69	1	767.5007	209.3853	0
69	2	-66.83959	313.7363	0
70	1	765.4196	209.4811	0
70	2	-62.60969	313.446	0
71	1	763.3359	209.5771	0
